gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
P1B,kEH_HG,14021,U+14021,HJ P001B,P1B,P-01-018,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a horizontal line extending front and back from the rectangle, with a carrying chair (Q2) inside the boat/ship, with an oar/rudder at the back.",Classifier movement,C
P2,kEH_HG,1329D,U+1329D,P002,P2,P-02-018,,,C
P20,kEH_HG,14026,U+14026,HJ P020,P20,P-01-028,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship.",Phonemogram,C
P22,kEH_HG,1401D,U+1401D,HJ P022,P22,P-01-007,"A boat/ship, resembling a crescent moon with the ends bending horizontally, with a low cone shape inside the boat/ship. ",Classifier movement,C
P22A,kEH_HG,14024,U+14024,HJ P022A,P22A,P-01-024,"A boat/ship, resembling a crescent moon, with a tall cone inside the boat/ship.",Phonemogram,C
P23,kEH_HG,14028,U+14028,HJ P023,P23,P-01-031,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with an oar/rudder at the back.",Classifier boat/ship,C
P23A,kEH_HG,14029,U+14029,HJ P023A,P23A,P-01-032,"A boat/ship, resembling a crescent moon, on top of a canal (N36), with an oar/rudder at the back.",Classifier death,C
P24,kEH_HG,14025,U+14025,HJ P024,P24,P-01-027,"An upside-down boat/ship, resembling a crescent moon, with an oar/rudder at the back.",Classifier (to capsize),C
P25,kEH_HG,14027,U+14027,HJ P025,P25,P-01-030,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with an oar/rudder at the back.",Classifier mooring,C
P26,kEH_HG,1402A,U+1402A,HJ P026,P26,P-01-033,,,
P27,kEH_HG,1402E,U+1402E,HJ P027,P27,P-01-039,,,
P27A,kEH_HG,1402F,U+1402F,HJ P027A,P27A,P-01-040,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water.",Classifier bark/boat,C
P28,kEH_HG,14031,U+14031,HJ P028,P28,P-01-042,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with an oar/rudder at the back.","Logogram (ship, boat, bark)",C
P29,kEH_HG,14032,U+14032,HJ P029,P29,P-01-043,"A boat/ship with an inward curved prow and stern, on top of a rectangle representing water, with an oar/rudder at the back.",Classifier bark/boat,C
P2A,kEH_HG,14040,U+14040,HJ P002A,P2A,P-02-012,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a sail, with an oar/rudder at the back.",Classifier sailing upstream/going south,C
P2B,kEH_HG,14041,U+14041,HJ P002B,P2B,P-02-014,"A boat/ship, resembling a crescent moon, with a sail, with a crossbar over the mast.",Logogram (to go south (sailing upstream)),C
P2C,kEH_HG,1403E,U+1403E,HJ P002C,P2C,P-02-004,,,
P2E,kEH_HG,1403D,U+1403D,HJ P002E,P2E,P-02-001,,,
P2H,kEH_HG,1403F,U+1403F,HJ P002H,P2h,P-02-011,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a sail, with a crossbar over the mast, with the mast supported by ropes on either side, with an oar/rudder at the back.",Logogram (to go south (sailing upstream)),C
P2I,kEH_HG,14042,U+14042,HJ P002I,P2I,P-02-017,"A boat/ship, a prow and stern curved inwards, ending with a flower-like shape, on top of a rectangle of water, with a sail on top of a rectangle, with an oar/rudder at the back.",Classifier sailing upstream/going south,C
P3,kEH_HG,14038,U+14038,P003D,,P-01-062,"A boat/ship with a vertical prow and a simple stern, on top of a rectangle resembling water, with an oval with rounded corners in the boat/ship, with an oar/rudder at the back.",Classifier movement,C
P30,kEH_HG,1402B,U+1402B,HJ P030,P30,P-01-035,"A boat/ship with a vertical prow, and an inward curved stern, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship. ","Logogram (ship, boat, bark)",C
P30A,kEH_HG,1402C,U+1402C,HJ P030A,P30A,P-01-036,,,
P32,kEH_HG,14037,U+14037,HJ P032,P32,P-01-060,"A papyrus float, seen from the side, with a cross-like structure on it.",Classifier papyrus float,C
P34,kEH_HG,14033,U+14033,HJ P034,P34,P-01-045,"A boat/ship with a vertical prow and stern, on top of a rectangle representing water, with a rectangle inside the boat/ship.",Classifier bark/boat,C
P36,kEH_HG,14043,U+14043,HJ P036,P36,P-03-002,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a façade of a shrine with a flat roof, with oblique sides, with a large doorway (O21B) inside the boat/ship, with an oar/rudder at the back.",Classifier boat/ship,C
P36A,kEH_HG,14047,U+14047,HJ P036A,P36A,P-03-012,,,
P36B,kEH_HG,14044,U+14044,HJ P036B,P36B,P-03-007,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a façade of a shrine with a flat roof, with oblique sides, with a large doorway (O21B) inside the boat/ship.","Logogram (ship, boat, bark)",C
P37,kEH_HG,14045,U+14045,HJ P037,P37,P-03-008,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a shrine, seen from the side, with a downward sloping roof, with an uraeus at the front of the roof (O18A) inside the boat/ship.",Classifier bark/boat,C
P39,kEH_HG,14048,U+14048,HJ P039,P39,P-03-014,"A boat/ship, resembling a crescent moon, with the head of a falcon, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on top of the head, on top of the prow and stern, on top of a rectangle of water, with a shrine, seen from the side, with a downward sloping roof, with an uraeus at the front of the roof (O18A) inside the boat/ship, with an oar/rudder at the back.",Classifier boat/ship,C
P3A,kEH_HG,1403A,U+1403A,P003F,P3A,P-01-064,"A sedge (M23), written inside a boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water.",Logogram (bark of the king/royal bark),C
P4,kEH_HG,132A0,U+132A0,P004,P4,P-04-005,"A fisherman's boat, on top of a rectangle representing water, with a net inside the boat, without internal detail.","Logogram (to loosen, to explain)",C
P40,kEH_HG,14049,U+14049,HJ P040,P40,P-03-015,"A boat/ship, resembling a crescent moon, with the head of a falcon, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on top of the head, on top of the prow and stern, prow lower than the stern, on top of a rectangle of water, with a shrine, seen from the side, with a downward sloping roof, with an uraeus at the front of the roof (O18A) inside the boat/ship, with an animal (leonid?) standing, wearing headgear resembling two feathers on top of goat horns, on top of a standard used for carrying religious symbols (R12) in front of the shrine, with a god with the head of a falcon, standing in front of the rudders, controlling the rudders with a horizontal rope with an uraeus at the front.",Classifier boat/ship,C
P42,kEH_HG,1404A,U+1404A,HJ P042,P42,P-03-016,,,
P44,kEH_HG,1404E,U+1404E,HJ P044,P44,P-03-032,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a circle inside the boat/ship, with an oar/rudder at the back.","Logogram (ship, boat, bark)",C
P44C,kEH_HG,1404F,U+1404F,HJ P044C,P44C,P-03-033,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a circle inside the boat/ship.",Logogram (Amon-Re),C
P44D,kEH_HG,14050,U+14050,HJ P044D,P44D,P-03-035,"A boat/ship with a prow and stern curved inwards, ending with a flower-like shape, with a circle inside the boat/ship.",Phonemogram,C
P45,kEH_HG,14053,U+14053,HJ P045,P45,P-03-041,,,
P46,kEH_HG,14054,U+14054,HJ P046,P46,P-03-042,"A boat/ship with a vertical prow and stern, on top of a rectangle representing water, with a shepherd's crook with a package lashed to it, with a tie above and below the package (T18) inside the boat/ship, with an oar/rudder at the back.",Classifier bark/boat,C
P4A,kEH_HG,14034,U+14034,HJ P004A,P4A,P-01-050,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a low cone shape inside the boat/ship, with an oar/rudder at the back.",Classifier bark/boat,C
P4B,kEH_HG,14077,U+14077,HJ P004B,P4B,P-04-002,"A fisherman's boat, with a net inside the boat, without internal detail.",Phonemogram,C
P4C,kEH_HG,14078,U+14078,HJ P004C,P4C,P-04-004,"A fisherman's boat, on top of a rectangle representing water, with a net inside the boat, with internal detail.","Logogram (to loosen, to explain)",C
P5,kEH_HG,132A1,U+132A1,P005,P5,P-06-027,"A rectangular sail, on a mast of a ship with two prongs, connected by vertical lines (P6), written behind the sail.","Logogram (wind, breath, air)",C
P51,kEH_HG,14055,U+14055,HJ P051,P51,P-03-047,,,
P53,kEH_HG,14059,U+14059,HJ P053,P53,P-03-052,"A bovid, lying down, written within a boat/ship with a prow and stern resembling the handle of a sickle (U1) (P106), with a star (N14) above the back of the bovid.",Logogram (Sothis),C
P54,kEH_HG,1405C,U+1405C,HJ P054,P54,P-03-060,"God, standing, with the head of a falcon, with a sun disk (N5) on his head, facing towards the back, both arms raised in front, hands held vertically, hand palms outwards, in front of a goddess, standing, with a headdress of bovine horns with a sun disk (F102), right arm forward, hand at the height of the waist, holding a sceptre with a straight shaft, forked bottom and head of the Seth animal (S40) of the same size as the woman, left arm hanging beside the body, holding a tie or strap, used with sandals (ankh sign, S34), at the loop (C228); inside a boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a canal (N36).",Classifier bark,C
P55,kEH_HG,1405D,U+1405D,HJ P055,P55,P-03-062,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a sail, with a point at the bottom angling backwards, with a distinctive beam at the top, with rigging; with a god, standing behind the sail on a platform, with the head of a falcon, wearing the double crown, arms forward, holding the ropes of a net which is under the front of the boat in his lower hand, and with an harpoon with the head of a falcon in his upper hand, the point of the harpoon in the net; with a goddess, kneeling in front of the sail on a platform, with a seat on her head, both arms forwards, holding the ropes of a net.",,C
P56,kEH_HG,1405E,U+1405E,HJ P056,P56,P-03-063,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a feather (H6) inside the boat/ship, with an oar/rudder at the back.",Logogram (protection),C
P56A,kEH_HG,1405F,U+1405F,HJ P056A,P56A,P-03-064,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a mirrored feather (H6) inside the boat/ship, with an oar/rudder at the back.",Logogram (protection),C
P57,kEH_HG,14060,U+14060,HJ P057,P57,P-03-065,,,
P58,kEH_HG,14064,U+14064,HJ P058,P58,P-03-073,,,
P59A,kEH_HG,14066,U+14066,HJ P059A,P59A,P-03-077,"A moon-sickle shaped boat with a higher prow than stern, with the head of an antelope (F81) on top of the prow, on top of a rectangle with a broad base, with a falcon (G5) standing on top of a low cone shape, written inside the boat/ship.",Logogram (Henu-bark of Sokar),C
P59B,kEH_HG,14065,U+14065,HJ P059B,P59B,P-03-076,"A moon-sickle shaped boat with a higher prow than stern, with the head of an antelope (F81) on top of the prow, on top of a rectangle representing water, with a falcon (G5) standing on top of a façade of a shrine with a flat roof, with oblique sides, with a large doorway (O21B), inside the boat/ship, with an oar/rudder at the back.",Logogram ḥnw (Henu-bark of Sokar) or phonemogram skr,C
P5A,kEH_HG,14080,U+14080,HJ P005A,P5A,P-06-018,"A rectangular sail with the mast behind the sail, with multiple lines of rigging coming from the bottom beam of the sail, running to the mast.","Classifier wind, breath, air",C
P5B,kEH_HG,1407D,U+1407D,HJ P005B,P5B,P-06-006,"A sail with a shorter top than bottom, with the mast behind the sail, with a line of rigging running from the tip of both bottom corners of the sail to the mast.","Classifier wind, breath, air",C
P5D,kEH_HG,14083,U+14083,HJ P005D,P5D,P-06-030,,,
P5F,kEH_HG,1407E,U+1407E,HJ P005F,P5F,P-06-015,"A sail resembling a half circle, with the mast over the sail, with multiple lines of rigging coming from the top beam of the sail to the mast.","Logogram (wind, breath, air)",C
P5G,kEH_HG,1408A,U+1408A,HJ P005G,P5G,P-06-047,"A rectangular sail, with the mast in front of the sail.","Logogram (wind, breath, air)",C
P5H,kEH_HG,14086,U+14086,HJ P005H,P5h,P-06-035,"A rectangular sail, with the mast over the sail, with a crossbeam over the sail, with rigging coming from the top of the sail to the mast.","Logogram (wind, breath, air)",C
P5I,kEH_HG,14084,U+14084,HJ P005I,P5I,P-06-033,"A sail, with a corner at the bottom, angling backwards, with a distinct beam at the top, with a mast in front of the sail.","Classifier wind, breath, air",C
P5J,kEH_HG,14085,U+14085,HJ P005J,P5J,P-06-034,"A sail, with a corner at the bottom, angling backwards, with a mast in front of the sail.","Classifier wind, breath, air",C
P5K,kEH_HG,14087,U+14087,HJ P005K,P5K,P-06-041,,,
P5L,kEH_HG,14089,U+14089,HJ P005L,P5L,P-06-046,"A sail, with a corner at the bottom, angling forwards, with a distinct beam at the top, with a mast in front of the sail, with a crossbeam over the mast.","Classifier wind, breath, air",C
P5M,kEH_HG,14082,U+14082,HJ P005M,P5M,P-06-026,"A rectangular sail with the mast behind the sail, with one line of rigging coming from the bottom corners of the sail, running to the mast.","Classifier wind, breath, air",C
P5O,kEH_HG,1407F,U+1407F,HJ P005O,P5O,P-06-017,,,
P5Q,kEH_HG,1407B,U+1407B,HJ P005Q,P5Q,P-06-002,,,
P5S,kEH_HG,1407C,U+1407C,HJ P005S,P5S,P-06-003,"A rectangular sail, with the mast over the sail, with two loops of rope coming from the lower beam of the sail, looping over the mast.","Logogram (wind, breath, air)",C
P6,kEH_HG,132A2,U+132A2,P006,P6,P-07-004,"A mast of a ship with two prongs, connected by vertical lines.",Phonemogram,C
P60A,kEH_HG,14069,U+14069,HJ P060A,P60A,P-03-085,"A moon-sickle shaped boat with a higher prow than stern, with the head of an antelope (F081) on top of the prow, on top of a sledge with two vertical internal strokes, with a falcon (G005) standing on top of a low cone shape, inside the boat/ship, with an oar/rudder at the back.",Classifier bark of Sokar,C
P60B,kEH_HG,1406A,U+1406A,HJ P060B,P60B,P-03-086,"A moon-sickle shaped boat with a higher prow than stern, with a rudder, with the head of an antelope (F081) on top of the prow, facing inwards, with a downward line with multiple horizontal lines written over it coming from the head, on top of a sledge.",Classifier bark of Sokar,C
P61B,kEH_HG,14072,U+14072,HJ P061B,P61B,P-03-111,,,
P63,kEH_HG,1406B,U+1406B,P063,,P-03-089,"A moon-sickle shaped boat with a higher stern than prow, with the head of an antelope (F081) on top of the stern, on top of a rectangle representing water, with a tall shrine with a round roof, with two vertical lines enclosing the top, on a base, without internal decoration (O020D), written inside the boat/ship, with an oar/rudder at the front.",Logogram (Henu-bark of Sokar),C
P66,kEH_HG,1406F,U+1406F,HJ P066,P66,P-03-101,"A moon-sickle shaped boat with a higher stern than prow, with the head of an antelope (F81) on top of the stern, on top of a rectangle representing water, with a falcon (G5) standing on top of a low cone shape inside the boat/ship, with an oar/rudder at the front.",Logogram (Henu-bark of Sokar),C
P66A,kEH_HG,1406E,U+1406E,HJ P066A,P66A,P-03-100,"A moon-sickle shaped boat with a higher prow than stern, with the head of an antelope (F81) on top of the prow, on top of a rectangle representing water, with a falcon (G5) standing on top of a low cone shape inside the boat/ship, with an oar/rudder at the back.",Logogram (Henu-bark of Sokar),C
P66B,kEH_HG,14073,U+14073,HJ P066B,P66B,P-03-112,"A moon-sickle shaped boat with a higher prow than stern, with the head of an antelope (F081) on top of the prow, on top of a rectangle representing water, with a falcon with spread wings, on top of a low cone shape inside the boat/ship, embracing the cone with its wings, with an oar/rudder at the back.",Logogram (Henu-bark of Sokar),C
